option,type,file
AD7280,tristate,drivers/staging/iio/adc/Kconfig
OCTEON_ETHERNET,tristate,drivers/staging/octeon/Kconfig
IBM_EMAC_RX_COPY_THRESHOLD,integer,drivers/net/ethernet/ibm/emac/Kconfig
MTD_PMC551_DEBUG,bool,drivers/mtd/devices/Kconfig
KASAN_STACK,bool,lib/Kconfig.kasan
USB_SERIAL_NAVMAN,tristate,drivers/usb/serial/Kconfig
CPU_FREQ_GOV_ATTR_SET,bool,drivers/cpufreq/Kconfig
FB_OMAP2_DSS_INIT,bool,drivers/video/fbdev/omap2/omapfb/dss/Kconfig
RMI4_F12,bool,drivers/input/rmi4/Kconfig
JOYSTICK_SPACEORB,tristate,drivers/input/joystick/Kconfig
ACPI_TAD,tristate,drivers/acpi/Kconfig
EDAC_I5400,tristate,drivers/edac/Kconfig
SND_PXA2XX_SOC_CORGI,tristate,sound/soc/pxa/Kconfig
GOOGLE_MEMCONSOLE_X86_LEGACY,tristate,drivers/firmware/google/Kconfig
ARCH_EPHEMERAL_INODES,bool,arch/Kconfig
TCP_CONG_HTCP,tristate,net/ipv4/Kconfig
EXT4_FS_POSIX_ACL,bool,fs/ext4/Kconfig
SERIAL_BCM63XX_CONSOLE,bool,drivers/tty/serial/Kconfig
KCSAN_SELFTEST,bool,lib/Kconfig.kcsan
PINCTRL_PFC_R8A774B1,bool,drivers/pinctrl/renesas/Kconfig
PINCTRL_IMX23,bool,drivers/pinctrl/freescale/Kconfig
SERIAL_RP2,tristate,drivers/tty/serial/Kconfig
SCSI_DEBUG,tristate,drivers/scsi/Kconfig
NET_SWITCHDEV,bool,net/switchdev/Kconfig
DEBUG_OBJECTS_RCU_HEAD,bool,lib/Kconfig.debug
SF_PDMA,tristate,drivers/dma/sf-pdma/Kconfig
MTD_NAND_JZ4725B_BCH,tristate,drivers/mtd/nand/raw/ingenic/Kconfig
PHYLINK,tristate,drivers/net/phy/Kconfig
ZSTD_COMPRESS,tristate,lib/Kconfig
XEN_GRANT_DMA_ALLOC,bool,drivers/xen/Kconfig
SND_SOC_INTEL_SOUNDWIRE_SOF_MACH,tristate,sound/soc/intel/boards/Kconfig
PINCTRL_MT2701,bool,drivers/pinctrl/mediatek/Kconfig
DRM_I915,tristate,drivers/gpu/drm/i915/Kconfig
BINFMT_MISC,tristate,fs/Kconfig.binfmt
I2C_HIX5HD2,tristate,drivers/i2c/busses/Kconfig
SENSORS_AD7314,tristate,drivers/hwmon/Kconfig
VME_CA91CX42,tristate,drivers/vme/bridges/Kconfig
SND_SOC_INTEL_KBL,tristate,sound/soc/intel/Kconfig
DRM_PANEL_ILITEK_ILI9881C,tristate,drivers/gpu/drm/panel/Kconfig
COMMON_CLK_MT2712_BDPSYS,bool,drivers/clk/mediatek/Kconfig
SND_SOC_PCM179X_I2C,tristate,sound/soc/codecs/Kconfig
PHY_MESON_G12A_USB3_PCIE,tristate,drivers/phy/amlogic/Kconfig
INTERCONNECT_EXYNOS,tristate,drivers/interconnect/samsung/Kconfig
NETFILTER_XT_MATCH_HELPER,tristate,net/netfilter/Kconfig
REGULATOR_MT6397,tristate,drivers/regulator/Kconfig
SSB_POSSIBLE,bool,drivers/ssb/Kconfig
MFD_HI6421_SPMI,tristate,drivers/staging/hikey9xx/Kconfig
PINCTRL_RZN1,bool,drivers/pinctrl/renesas/Kconfig
HPET_MMAP_DEFAULT,bool,drivers/char/Kconfig
NFS_V4_2,bool,fs/nfs/Kconfig
AL_FIC,bool,drivers/irqchip/Kconfig
USBIP_VUDC,tristate,drivers/usb/usbip/Kconfig
BLK_DEV_VIA82CXXX,tristate,drivers/ide/Kconfig
BRIDGE_EBT_T_NAT,tristate,net/bridge/netfilter/Kconfig
CPU_FREQ_PMAC64,bool,drivers/cpufreq/Kconfig.powerpc
VIDEO_SAA7134,tristate,drivers/media/pci/saa7134/Kconfig
SERIAL_8250_GSC,tristate,drivers/tty/serial/8250/Kconfig
NF_NAT_SIP,tristate,net/netfilter/Kconfig
USB_F_EEM,tristate,drivers/usb/gadget/Kconfig
SENSORS_W83792D,tristate,drivers/hwmon/Kconfig
VIDEO_ZORAN_BUZ,tristate,drivers/staging/media/zoran/Kconfig
SENSORS_INA3221,tristate,drivers/hwmon/Kconfig
MMU_NOTIFIER,bool,mm/Kconfig
SND_SOC_SOF_NOCODEC_SUPPORT,bool,sound/soc/sof/Kconfig
H8300_TMR8,bool,drivers/clocksource/Kconfig
RANDOM32_SELFTEST,bool,lib/Kconfig
CAN_GRCAN,tristate,drivers/net/can/Kconfig
SYSV68_PARTITION,bool,block/partitions/Kconfig
CRYPTO_DEV_FSL_CAAM_CRYPTO_API_QI,bool,drivers/crypto/caam/Kconfig
DRM_ARCPGU,tristate,drivers/gpu/drm/tiny/Kconfig
RADIO_SHARK,tristate,drivers/media/radio/Kconfig
ASYMMETRIC_KEY_TYPE,bool,crypto/asymmetric_keys/Kconfig
VFIO_VIRQFD,tristate,drivers/vfio/Kconfig
RTC_DRV_MPC5121,tristate,drivers/rtc/Kconfig
I2C_AXXIA,tristate,drivers/i2c/busses/Kconfig
VHOST_VSOCK,tristate,drivers/vhost/Kconfig
SCSI_UFS_CRYPTO,bool,drivers/scsi/ufs/Kconfig
NET_9P_RDMA,tristate,net/9p/Kconfig
MOUSE_PS2_ELANTECH_SMBUS,bool,drivers/input/mouse/Kconfig
TRANSPARENT_HUGEPAGE_MADVISE,bool,mm/Kconfig
DRM_RADEON,tristate,drivers/gpu/drm/Kconfig
NETFILTER_XT_MATCH_STATISTIC,tristate,net/netfilter/Kconfig
COMEDI_NI_PCIMIO,tristate,drivers/comedi/Kconfig
I2C_MUX_PINCTRL,tristate,drivers/i2c/muxes/Kconfig
PINCTRL_ST,bool,drivers/pinctrl/Kconfig
ARMADA_370_XP_IRQ,bool,drivers/irqchip/Kconfig
USB_DWC3_ST,tristate,drivers/usb/dwc3/Kconfig
COMEDI_ADDI_APCI_1032,tristate,drivers/comedi/Kconfig
TERANETICS_PHY,tristate,drivers/net/phy/Kconfig
SCM_BLOCK,tristate,drivers/s390/block/Kconfig
TRACE_BRANCH_PROFILING,bool,kernel/trace/Kconfig
NLS_CODEPAGE_855,tristate,fs/nls/Kconfig
FB_TFT_ILI9486,tristate,drivers/staging/fbtft/Kconfig
OWL_DMA,tristate,drivers/dma/Kconfig
SND_SOC_INTEL_BYT_CHT_CX2072X_MACH,tristate,sound/soc/intel/boards/Kconfig
REGMAP_AC97,tristate,drivers/base/regmap/Kconfig
MFD_T7L66XB,bool,drivers/mfd/Kconfig
ATM_IA_DEBUG,bool,drivers/atm/Kconfig
SPI_DYNAMIC,bool,drivers/spi/Kconfig
ATH9K_COMMON_SPECTRAL,bool,drivers/net/wireless/ath/ath9k/Kconfig
MPTCP_IPV6,bool,net/mptcp/Kconfig
RDA_TIMER,bool,drivers/clocksource/Kconfig
MTD_CMDLINE_PARTS,tristate,drivers/mtd/parsers/Kconfig
TMP006,tristate,drivers/iio/temperature/Kconfig
USB_TI_CPPI41_DMA,bool,drivers/usb/musb/Kconfig
GPIO_CADENCE,tristate,drivers/gpio/Kconfig
CLK_IMX6SX,bool,drivers/clk/imx/Kconfig
SECURITY_YAMA,bool,security/yama/Kconfig
VIDEO_SAA7127,tristate,drivers/media/i2c/Kconfig
I2C_ISMT,tristate,drivers/i2c/busses/Kconfig
QCOM_QFPROM,tristate,drivers/nvmem/Kconfig
KASAN_HW_TAGS,bool,lib/Kconfig.kasan
AD5758,tristate,drivers/iio/dac/Kconfig
UHID,tristate,drivers/hid/Kconfig
CRYPTO_DEV_ATMEL_ECC,tristate,drivers/crypto/Kconfig
NETCONSOLE_DYNAMIC,bool,drivers/net/Kconfig
UBSAN_BOUNDS,bool,lib/Kconfig.ubsan
EDAC_I5100,tristate,drivers/edac/Kconfig
DVB_EC100,tristate,drivers/media/dvb-frontends/Kconfig
IP_NF_NAT,tristate,net/ipv4/netfilter/Kconfig
USB_SERIAL_EDGEPORT_TI,tristate,drivers/usb/serial/Kconfig
GREYBUS_HID,tristate,drivers/staging/greybus/Kconfig
USB_CHIPIDEA_GENERIC,tristate,drivers/usb/chipidea/Kconfig
SIGNATURE,tristate,lib/Kconfig
ZYNQMP_IPI_MBOX,bool,drivers/mailbox/Kconfig
RTC_DRV_PCF50633,tristate,drivers/rtc/Kconfig
HDLC_RAW,tristate,drivers/net/wan/Kconfig
B43LEGACY_LEDS,bool,drivers/net/wireless/broadcom/b43legacy/Kconfig
BME680_SPI,tristate,drivers/iio/chemical/Kconfig
USB_SERIAL_SAFE,tristate,drivers/usb/serial/Kconfig
VIDEO_TI_VPDMA,tristate,drivers/media/platform/Kconfig
PINCTRL_NSP_GPIO,bool,drivers/pinctrl/bcm/Kconfig
KEYBOARD_OMAP4,tristate,drivers/input/keyboard/Kconfig
NFC_NCI_UART,tristate,net/nfc/nci/Kconfig
DVB_LGS8GL5,tristate,drivers/media/dvb-frontends/Kconfig
KEYBOARD_CROS_EC,tristate,drivers/input/keyboard/Kconfig
INTEL_MEI_HDCP,tristate,drivers/misc/mei/hdcp/Kconfig
BRIDGE_NF_EBTABLES,tristate,net/bridge/netfilter/Kconfig
X86_LEGACY_VM86,bool,arch/x86/Kconfig
HARDLOCKUP_DETECTOR_PERF,bool,lib/Kconfig.debug
PINCTRL_STM32F469,bool,drivers/pinctrl/stm32/Kconfig
USB_XHCI_RCAR,tristate,drivers/usb/host/Kconfig
PATA_ARASAN_CF,tristate,drivers/ata/Kconfig
DVB_LG2160,tristate,drivers/media/dvb-frontends/Kconfig
IPMI_PANIC_STRING,bool,drivers/char/ipmi/Kconfig
MTD_AMD76XROM,tristate,drivers/mtd/maps/Kconfig
FW_LOADER_COMPRESS,bool,drivers/base/firmware_loader/Kconfig
USB_OHCI_LITTLE_ENDIAN,bool,drivers/usb/Kconfig
NET_SCH_FIFO,bool,net/sched/Kconfig
STM32_DFSDM_CORE,tristate,drivers/iio/adc/Kconfig
WILC1000_SPI,tristate,drivers/net/wireless/microchip/wilc1000/Kconfig
FAILSLAB,bool,lib/Kconfig.debug
REISERFS_FS,tristate,fs/reiserfs/Kconfig
EDAC_CPC925,tristate,drivers/edac/Kconfig
FB_FM2,bool,drivers/video/fbdev/Kconfig
SWPHY,bool,drivers/net/phy/Kconfig
SND_JZ4740_SOC_I2S,tristate,sound/soc/jz4740/Kconfig
COMMON_CLK_MT6765_MIPI0BSYS,bool,drivers/clk/mediatek/Kconfig
STM_SOURCE_CONSOLE,tristate,drivers/hwtracing/stm/Kconfig
SND_SOC_QDSP6_ROUTING,tristate,sound/soc/qcom/Kconfig
NVMEM_IMX_OCOTP_SCU,tristate,drivers/nvmem/Kconfig
REGULATOR_HI6421,tristate,drivers/regulator/Kconfig
TWL4030_WATCHDOG,tristate,drivers/watchdog/Kconfig
X86_GOLDFISH,bool,arch/x86/Kconfig
IOMMU_IO_PGTABLE_LPAE,bool,drivers/iommu/Kconfig
PCI_FTPCI100,bool,drivers/pci/controller/Kconfig
THP_SWAP,bool,mm/Kconfig
SATA_NV,tristate,drivers/ata/Kconfig
PPC_PASEMI_CPUFREQ,bool,drivers/cpufreq/Kconfig.powerpc
FSNOTIFY,bool,fs/notify/Kconfig
QCOM_Q6V5_COMMON,tristate,drivers/remoteproc/Kconfig
ACPI_CONFIGFS,tristate,drivers/acpi/Kconfig
ARCH_TEGRA_132_SOC,bool,drivers/soc/tegra/Kconfig
EXYNOS_4_COMMON_CLK,bool,drivers/clk/samsung/Kconfig
FB_OMAP2_PANEL_NEC_NL8048HL11,tristate,drivers/video/fbdev/omap2/omapfb/displays/Kconfig
LEDS_MAX8997,tristate,drivers/leds/Kconfig
SND_SOC_SOF_IMX_TOPLEVEL,bool,sound/soc/sof/imx/Kconfig
PWM_BERLIN,tristate,drivers/pwm/Kconfig
BLK_DEV_LOOP_MIN_COUNT,integer,drivers/block/Kconfig
STP,tristate,net/802/Kconfig
USB_GSPCA_SQ905,tristate,drivers/media/usb/gspca/Kconfig
MFD_TPS65910,bool,drivers/mfd/Kconfig
SPI_CADENCE,tristate,drivers/spi/Kconfig
GCC_PLUGIN_RANDSTRUCT,bool,scripts/gcc-plugins/Kconfig
ARCH_FLATMEM_ENABLE,bool,arch/x86/Kconfig
DVB_AU8522,tristate,drivers/media/dvb-frontends/Kconfig
INET6_TUNNEL,tristate,net/ipv6/Kconfig
NVDIMM_KEYS,bool,drivers/nvdimm/Kconfig
REGULATOR_MAX8925,tristate,drivers/regulator/Kconfig
INTERCONNECT_QCOM_SM8250,tristate,drivers/interconnect/qcom/Kconfig
INTEL_RAPL,tristate,drivers/powercap/Kconfig
ARM_S3C24XX_CPUFREQ_IODEBUG,bool,drivers/cpufreq/Kconfig.arm
VIDEO_I2C,tristate,drivers/media/i2c/Kconfig
VIDEO_OMAP3_DEBUG,bool,drivers/media/platform/Kconfig
SND_SOC_JZ4760_CODEC,tristate,sound/soc/codecs/Kconfig
SCSI_DC395x,tristate,drivers/scsi/Kconfig
DVB_M88RS2000,tristate,drivers/media/dvb-frontends/Kconfig
NF_CONNTRACK_SIP,tristate,net/netfilter/Kconfig
STACK_TRACER,bool,kernel/trace/Kconfig
MEDIA_ATTACH,bool,drivers/media/Kconfig
EXYNOS_5260_COMMON_CLK,bool,drivers/clk/samsung/Kconfig
SND_NM256,tristate,sound/pci/Kconfig
MSM_GCC_8939,tristate,drivers/clk/qcom/Kconfig
ZRAM_DEF_COMP_842,bool,drivers/block/zram/Kconfig
UCLAMP_BUCKETS_COUNT,integer,init/Kconfig
CRYPTO_MANAGER_DISABLE_TESTS,bool,crypto/Kconfig
TOUCHSCREEN_HP7XX,tristate,drivers/input/touchscreen/Kconfig
SENSORS_RM3100,tristate,drivers/iio/magnetometer/Kconfig
HIDRAW,bool,drivers/hid/Kconfig
NET_SCH_FQ_CODEL,tristate,net/sched/Kconfig
WIL6210_ISR_COR,bool,drivers/net/wireless/ath/wil6210/Kconfig
LEDS_LM3692X,tristate,drivers/leds/Kconfig
SENSORS_ADM1025,tristate,drivers/hwmon/Kconfig
APM_IGNORE_USER_SUSPEND,bool,arch/x86/Kconfig
HAVE_KERNEL_LZMA,bool,init/Kconfig
PINCTRL_BCM6358,bool,drivers/pinctrl/bcm/Kconfig
ISP1301_OMAP,tristate,drivers/usb/phy/Kconfig
PINCTRL_PFC_SH7722,bool,drivers/pinctrl/renesas/Kconfig
COMMON_CLK_STM32H7,bool,drivers/clk/Kconfig
CEC_GPIO,tristate,drivers/media/cec/platform/Kconfig
VIDEO_IMX7_CSI,tristate,drivers/staging/media/imx/Kconfig
HID_PRODIKEYS,tristate,drivers/hid/Kconfig
BMA180,tristate,drivers/iio/accel/Kconfig
NET_TC_SKB_EXT,bool,net/sched/Kconfig
PCI_GODIRECT,bool,arch/x86/Kconfig
FB_GEODE,bool,drivers/video/fbdev/geode/Kconfig
ARCH_WANT_IPC_PARSE_VERSION,bool,arch/Kconfig
RT2X00_LIB_LEDS,bool,drivers/net/wireless/ralink/rt2x00/Kconfig
ARCH_HAS_FILTER_PGPROT,bool,arch/x86/Kconfig
VIDEO_MEDIATEK_VCODEC_VPU,bool,drivers/media/platform/Kconfig
RTL8XXXU_UNTESTED,bool,drivers/net/wireless/realtek/rtl8xxxu/Kconfig
NET_PTP_CLASSIFY,bool,net/Kconfig
MESON_MX_EFUSE,tristate,drivers/nvmem/Kconfig
UNIX_DIAG,tristate,net/unix/Kconfig
TSYS02D,tristate,drivers/iio/temperature/Kconfig
VCNL4000,tristate,drivers/iio/light/Kconfig
AL3010,tristate,drivers/iio/light/Kconfig
CLK_R8A77990,bool,drivers/clk/renesas/Kconfig
SND_SOC_PCM3168A_SPI,tristate,sound/soc/codecs/Kconfig
IP_VS_SED,tristate,net/netfilter/ipvs/Kconfig
KUNIT_ALL_TESTS,tristate,lib/kunit/Kconfig
GENERIC_SMP_IDLE_THREAD,bool,arch/Kconfig
HID_COUGAR,tristate,drivers/hid/Kconfig
PINCTRL_UNIPHIER_LD11,bool,drivers/pinctrl/uniphier/Kconfig
MOUSE_CYAPA,tristate,drivers/input/mouse/Kconfig
NET_VENDOR_QUALCOMM,bool,drivers/net/ethernet/qualcomm/Kconfig
PHY_ROCKCHIP_TYPEC,tristate,drivers/phy/rockchip/Kconfig
PINCTRL_SINGLE,tristate,drivers/pinctrl/Kconfig
MIPS_JAZZ_SONIC,tristate,drivers/net/ethernet/natsemi/Kconfig
DVB_DS3000,tristate,drivers/media/dvb-frontends/Kconfig
CHARGER_LT3651,tristate,drivers/power/supply/Kconfig
INTEL_SCU_IPC,bool,drivers/platform/x86/Kconfig
OCTEON_WDT,tristate,drivers/watchdog/Kconfig
SQUASHFS_FILE_CACHE,bool,fs/squashfs/Kconfig
ARIADNE,tristate,drivers/net/ethernet/amd/Kconfig
FB_S1D13XXX,tristate,drivers/video/fbdev/Kconfig
LOGO_DEC_CLUT224,bool,drivers/video/logo/Kconfig
MTD_SST25L,tristate,drivers/mtd/devices/Kconfig
ARCH_SUPPORTS_NUMA_BALANCING,bool,init/Kconfig
SD_ADC_MODULATOR,tristate,drivers/iio/adc/Kconfig
REGULATOR_LP3971,tristate,drivers/regulator/Kconfig
CIFS_STATS2,bool,fs/cifs/Kconfig
USB_OHCI_HCD_DAVINCI,tristate,drivers/usb/host/Kconfig
DM_FLAKEY,tristate,drivers/md/Kconfig
CPMAC,tristate,drivers/net/ethernet/ti/Kconfig
SUN3_SCSI,tristate,drivers/scsi/Kconfig
SCTP_DBG_OBJCNT,bool,net/sctp/Kconfig
PHY_RCAR_GEN3_PCIE,tristate,drivers/phy/renesas/Kconfig
VME_USER,tristate,drivers/staging/vme/devices/Kconfig
PATA_OPTIDMA,tristate,drivers/ata/Kconfig
PARPORT_PC_SUPERIO,bool,drivers/parport/Kconfig
IMX_MBOX,tristate,drivers/mailbox/Kconfig
MACVTAP,tristate,drivers/net/Kconfig
DYNAMIC_DEBUG,bool,lib/Kconfig.debug
PINCTRL_PFC_SH7757,bool,drivers/pinctrl/renesas/Kconfig
QORIQ_CPUFREQ,tristate,drivers/cpufreq/Kconfig
RTC_DRV_SUN6I,bool,drivers/rtc/Kconfig
LEDS_REGULATOR,tristate,drivers/leds/Kconfig
CHELSIO_T4VF,tristate,drivers/net/ethernet/chelsio/Kconfig
PINCTRL_RK805,tristate,drivers/pinctrl/Kconfig
PCIE_CADENCE_PLAT,bool,drivers/pci/controller/cadence/Kconfig
CPUMASK_OFFSTACK,bool,lib/Kconfig
USB_SERIAL_FTDI_SIO,tristate,drivers/usb/serial/Kconfig
PWM_STM32,tristate,drivers/pwm/Kconfig
PINCTRL_PFC_SHX3,bool,drivers/pinctrl/renesas/Kconfig
EXTCON_RT8973A,tristate,drivers/extcon/Kconfig
NET_VENDOR_EZCHIP,bool,drivers/net/ethernet/ezchip/Kconfig
EDAC_HIGHBANK_MC,tristate,drivers/edac/Kconfig
BRIDGE_EBT_REDIRECT,tristate,net/bridge/netfilter/Kconfig
BD70528_WATCHDOG,tristate,drivers/watchdog/Kconfig
MFD_SPMI_PMIC,tristate,drivers/mfd/Kconfig
XEN_COMPAT_XENFS,bool,drivers/xen/Kconfig
XEN_SCSI_BACKEND,tristate,drivers/xen/Kconfig
CRYPTO_DEV_NX_COMPRESS,tristate,drivers/crypto/nx/Kconfig
DEFAULT_SECURITY_DAC,bool,security/Kconfig
INTEL_TH_PCI,tristate,drivers/hwtracing/intel_th/Kconfig
COMEDI_NI_TIOCMD,tristate,drivers/comedi/Kconfig
MEDIA_DIGITAL_TV_SUPPORT,bool,drivers/media/Kconfig
PSTORE_COMPRESS_DEFAULT,string,fs/pstore/Kconfig
STM32_ADC_CORE,tristate,drivers/iio/adc/Kconfig
8139CP,tristate,drivers/net/ethernet/realtek/Kconfig
DRM_I915_TRACE_GEM,bool,drivers/gpu/drm/i915/Kconfig.debug
SPI_TEGRA210_QUAD,tristate,drivers/spi/Kconfig
LDISC_AUTOLOAD,bool,drivers/tty/Kconfig
GREYBUS_ES2,tristate,drivers/greybus/Kconfig
SND_SOC_CROS_EC_CODEC,tristate,sound/soc/codecs/Kconfig
SERIAL_8250_RSA,bool,drivers/tty/serial/8250/Kconfig
MEDIA_TUNER_QM1D1B0004,tristate,drivers/media/tuners/Kconfig
SERIAL_PMACZILOG,tristate,drivers/tty/serial/Kconfig
NET_DSA_TAG_OCELOT_8021Q,tristate,net/dsa/Kconfig
FIB_RULES,bool,net/Kconfig
HID_ACRUX_FF,bool,drivers/hid/Kconfig
PINCTRL_ALDERLAKE,tristate,drivers/pinctrl/intel/Kconfig
PCIE_RCAR_EP,bool,drivers/pci/controller/Kconfig
CRYPTO_CRCT10DIF,tristate,crypto/Kconfig
OMAP_CONTROL_PHY,tristate,drivers/phy/ti/Kconfig
W1_SLAVE_DS2408,tristate,drivers/w1/slaves/Kconfig
PTP_1588_CLOCK_QORIQ,tristate,drivers/ptp/Kconfig
CRYPTO_DEV_SAHARA,tristate,drivers/crypto/Kconfig
HW_RANDOM_PASEMI,tristate,drivers/char/hw_random/Kconfig
CLK_R8A73A4,bool,drivers/clk/renesas/Kconfig
USB_CONFIGFS_OBEX,bool,drivers/usb/gadget/Kconfig
USB_OHCI_HCD_SSB,bool,drivers/usb/host/Kconfig
WANXL_BUILD_FIRMWARE,bool,drivers/net/wan/Kconfig
RTC_DRV_MCP795,tristate,drivers/rtc/Kconfig
CRYPTO_DEV_VMX_ENCRYPT,tristate,drivers/crypto/vmx/Kconfig
DVB_FIREDTV_INPUT,bool,drivers/media/firewire/Kconfig
SND_SOC_ADI_AXI_I2S,tristate,sound/soc/adi/Kconfig
SND_ES1968_INPUT,bool,sound/pci/Kconfig
SCSI_MYRB,tristate,drivers/scsi/Kconfig
IP_VS_NFCT,bool,net/netfilter/ipvs/Kconfig
RT_GROUP_SCHED,bool,init/Kconfig
HID_EMS_FF,tristate,drivers/hid/Kconfig
NTB_MSI,bool,drivers/ntb/Kconfig
FS_DAX_LIMITED,bool,fs/Kconfig
COMEDI_ADDI_APCI_16XX,tristate,drivers/comedi/Kconfig
USB_AUTOSUSPEND_DELAY,integer,drivers/usb/core/Kconfig
VLAN_8021Q_GVRP,bool,net/8021q/Kconfig
IWLWIFI_DEBUGFS,bool,drivers/net/wireless/intel/iwlwifi/Kconfig
IP_SET_HASH_NETIFACE,tristate,net/netfilter/ipset/Kconfig
PSTORE_BLK_KMSG_SIZE,integer,fs/pstore/Kconfig
SPEAKUP_SYNTH_DECPC,tristate,drivers/accessibility/speakup/Kconfig
IP6_NF_MANGLE,tristate,net/ipv6/netfilter/Kconfig
NET_DSA_TAG_DSA,tristate,net/dsa/Kconfig
MTD_PLATRAM,tristate,drivers/mtd/maps/Kconfig
SND_SOC_ES8316,tristate,sound/soc/codecs/Kconfig
SIOX_BUS_GPIO,tristate,drivers/siox/Kconfig
MEDIA_TUNER_SI2157,tristate,drivers/media/tuners/Kconfig
SCSI_CONSTANTS,bool,drivers/scsi/Kconfig
ATH10K_SNOC,tristate,drivers/net/wireless/ath/ath10k/Kconfig
HAVE_IRQ_TIME_ACCOUNTING,bool,arch/Kconfig
CFAG12864B,tristate,drivers/auxdisplay/Kconfig
DRM_EXYNOS_FIMD,bool,drivers/gpu/drm/exynos/Kconfig
SRAM_EXEC,bool,drivers/misc/Kconfig
BT_MRVL_SDIO,tristate,drivers/bluetooth/Kconfig
NETFILTER_XT_MATCH_REALM,tristate,net/netfilter/Kconfig
IDE_GD,tristate,drivers/ide/Kconfig
MFD_ATC260X,tristate,drivers/mfd/Kconfig
S3C2410_WATCHDOG,tristate,drivers/watchdog/Kconfig
SFC_FALCON,tristate,drivers/net/ethernet/sfc/falcon/Kconfig
BT_HCIBPA10X,tristate,drivers/bluetooth/Kconfig
NET_DSA_TAG_OCELOT,tristate,net/dsa/Kconfig
MEGARAID_NEWGEN,bool,drivers/scsi/megaraid/Kconfig.megaraid
INTEL_TXT,bool,security/Kconfig
HID_GFRM,tristate,drivers/hid/Kconfig
IDE_LEGACY,bool,drivers/ide/Kconfig
SQUASHFS_XATTR,bool,fs/squashfs/Kconfig
NTB_MSI_TEST,tristate,drivers/ntb/test/Kconfig
NET_DSA_MICROCHIP_KSZ_COMMON,tristate,drivers/net/dsa/microchip/Kconfig
SDM_GPUCC_660,tristate,drivers/clk/qcom/Kconfig
MSM_GCC_8960,tristate,drivers/clk/qcom/Kconfig
HWMON_DEBUG_CHIP,bool,drivers/hwmon/Kconfig
ARCH_HAS_DEVMEM_IS_ALLOWED,bool,lib/Kconfig.debug
IP_VS_RR,tristate,net/netfilter/ipvs/Kconfig
SND_SOC_RT1019,tristate,sound/soc/codecs/Kconfig
SND_SOC_INTEL_CHT_BSW_MAX98090_TI_MACH,tristate,sound/soc/intel/boards/Kconfig
IPV6,tristate,net/ipv6/Kconfig
CRYPTO_AES_PPC_SPE,tristate,crypto/Kconfig
SND_SOC_INTEL_BDW_RT5650_MACH,tristate,sound/soc/intel/boards/Kconfig
ALTERA_PR_IP_CORE,tristate,drivers/fpga/Kconfig
USB_SERIAL_QUALCOMM,tristate,drivers/usb/serial/Kconfig
TEST_LKM,tristate,lib/Kconfig.debug
HAVE_STACKPROTECTOR,bool,arch/Kconfig
MAX1027,tristate,drivers/iio/adc/Kconfig
INFINIBAND_HFI1,tristate,drivers/infiniband/hw/hfi1/Kconfig
FB_I810_I2C,bool,drivers/video/fbdev/Kconfig
VIDEO_S5K6A3,tristate,drivers/media/i2c/Kconfig
INDIRECT_PIO,bool,lib/Kconfig
SPRD_MBOX,tristate,drivers/mailbox/Kconfig
MT76x02_LIB,tristate,drivers/net/wireless/mediatek/mt76/Kconfig
ATH10K_AHB,bool,drivers/net/wireless/ath/ath10k/Kconfig
PATA_RB532,tristate,drivers/ata/Kconfig
DRM_EXYNOS_MIXER,bool,drivers/gpu/drm/exynos/Kconfig
CLKSRC_IMX_TPM,bool,drivers/clocksource/Kconfig
MTD_CFI_FLAGADM,tristate,drivers/mtd/maps/Kconfig
NET_9P,tristate,net/9p/Kconfig
REGULATOR_TPS62360,tristate,drivers/regulator/Kconfig
CRYPTO_AEAD,tristate,crypto/Kconfig
USB_GADGET_TARGET,tristate,drivers/usb/gadget/legacy/Kconfig
CACHEFILES_HISTOGRAM,bool,fs/cachefiles/Kconfig
CLK_RK3036,bool,drivers/clk/rockchip/Kconfig
FB_HECUBA,tristate,drivers/video/fbdev/Kconfig
AUDIT_ARCH,bool,arch/x86/Kconfig
PHY_MVEBU_A3700_UTMI,tristate,drivers/phy/marvell/Kconfig
NET_EMATCH_IPT,tristate,net/sched/Kconfig
SENSORS_W83773G,tristate,drivers/hwmon/Kconfig
ACPI_APEI_ERST_DEBUG,tristate,drivers/acpi/apei/Kconfig
SND_SOC_WM8995,tristate,sound/soc/codecs/Kconfig
BLK_DEV_JMICRON,tristate,drivers/ide/Kconfig
COMPAT,bool,arch/x86/Kconfig
POWERCAP,bool,drivers/powercap/Kconfig
CPU_FREQ_DEFAULT_GOV_SCHEDUTIL,bool,drivers/cpufreq/Kconfig
MAGIC_SYSRQ_SERIAL,bool,lib/Kconfig.debug
ARCH_HAS_DMA_SET_UNCACHED,bool,arch/Kconfig
LIQUIDIO_VF,tristate,drivers/net/ethernet/cavium/Kconfig
SCSI_ESP_PIO,bool,drivers/scsi/Kconfig
BQL,bool,net/Kconfig
FPGA_MGR_ICE40_SPI,tristate,drivers/fpga/Kconfig
ADJD_S311,tristate,drivers/iio/light/Kconfig
PHY_BRCM_USB,tristate,drivers/phy/broadcom/Kconfig
INPUT_MOUSEDEV_PSAUX,bool,drivers/input/Kconfig
RESET_TI_SYSCON,tristate,drivers/reset/Kconfig
GPIO_PCA953X_IRQ,bool,drivers/gpio/Kconfig
